Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL,Job Title,Field
EXPERT REACTION: Federal Budget 2023-2024,"2023,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:5eb8185,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
How do I find out what my superannuation fund invests in? A finance expert explains,"2022,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:5b3e22b,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
Superannuation death benefit nominations Experts say the process is too complex and confusing,"2022,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:c2b67c5,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
Be super savvy: avoid the early withdrawal traps,"2020,",Newspaper Articles,,http://espace.library.uq.edu.au/view/UQ:0f0cdd2,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
【分析】退休公积金该怎么取？怎么花？,2025,Audio Documents,,http://espace.library.uq.edu.au/view/UQ:89ba8f7,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
澳洲退休人士有钱不敢花，退休金制度该如何改革？,2025,Audio Documents,,http://espace.library.uq.edu.au/view/UQ:d060855,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
提前提取退休公积金的利弊,2024,Audio Documents,,http://espace.library.uq.edu.au/view/UQ:35c5021,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
退休公积金代理投票和我们的利益相关吗,2024,Audio Documents,,http://espace.library.uq.edu.au/view/UQ:448fc85,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
用脚投票有助于更好管理自己的退休公积金,2024,Audio Documents,,http://espace.library.uq.edu.au/view/UQ:ca35ad0,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
夫妻共同规划退休公积金的利与弊,2024,Audio Documents,,http://espace.library.uq.edu.au/view/UQ:4230539,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
非英语背景民众的退休金储蓄低很多 如何提高?,2024,Audio Documents,,http://espace.library.uq.edu.au/view/UQ:a910438,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
养老金：你的投资是否面临风险,2024,Audio Documents,,http://espace.library.uq.edu.au/view/UQ:1b899c8,Natalie Peng,https://business.uq.edu.au/profile/410/natalie-peng,Lecturer,Accounting,B
Pitching DEA against SFA in the context of Chinese domestic versus foreign banks,2016,Book Chapter,,http://espace.library.uq.edu.au/view/UQ:398657,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Do subsidy allocation decisions conform to Q theory? Evidence from China,2025,Journals,Applied Economics,http://espace.library.uq.edu.au/view/UQ:2124e63,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Mandatory Disclosures of Greenhouse Gas Emissions and Managerial Myopia: Evidence from the United States,2025,Journals,The International Journal of Accounting,http://espace.library.uq.edu.au/view/UQ:02e94da,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Social trust and entrepreneurship: insights from China's Social Credit System,2024,Journals,Finance Research Letters,http://espace.library.uq.edu.au/view/UQ:2e4ae86,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Does information infrastructure curb corporate R&D manipulation? Evidence from China,2024,Journals,Economics Letters,http://espace.library.uq.edu.au/view/UQ:addad6c,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Algorithmic trading and block ownership initiation: an information perspective,2023,Journals,The British Accounting Review,http://espace.library.uq.edu.au/view/UQ:f5bdd1a,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Staged subsidies and corporate investments: evidence from Chinese listed firms,2021,Journals,Pacific Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:f9c4814,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Chair–CEO trust and firm performance,2021,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:9c16173,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
CEO decision horizon and corporate R&D investments: an explanation based on managerial myopia and risk aversion,2021,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:5655770,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Tax and leverage: evidence from China,2020,Journals,China Economic Review,http://espace.library.uq.edu.au/view/UQ:f04237e,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
What does the CAPM say about operating leverage?,2020,Journals,Abacus,http://espace.library.uq.edu.au/view/UQ:9620cdc,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
"Political connection, market frictions and financial constraints: evidence from China",2019,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:690169,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Short-selling constraints and corporate payout policy,2019,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:709644,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
The power of crowds: grand challenges in the Asia-Pacific region,2019,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:fa26c6e,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Research in finance: a review of influential publications and a research agenda,2017,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:576205,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
"Deviation from target capital structure, cost of equity and speed of adjustment",2016,Journals,Journal of Corporate Finance,http://espace.library.uq.edu.au/view/UQ:390746,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
"Call it good, bad or no news? The valuation effect of debt issues",2016,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:381302,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Emerging trends in Asia-Pacific finance research: a review of recent influential publications and a research agenda,2016,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:376032,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Can foreign banks compete in China?,2015,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:377871,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Endogeneity in accounting and finance research: natural experiments as a state-of-the-art solution,2015,Journals,Abacus,http://espace.library.uq.edu.au/view/UQ:362626,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Informed trading on debt covenant violations: The long and short of it,2015,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:357324,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
"Investment-cash flow sensitivity measures investment thirst, but not financial constraint",2015,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:356941,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
"Erratum to Capital structure: The case of firms issuing debt (Australian Journal of Management, (2012), 37, 2 (283-295), 10.1177/0312896211429159)",2012,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:713006,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Capital structure: the case of firms issuing debt,2012,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:284514,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Determinants of long-term debt issuing decisions: An alternative approach,2012,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:286440,Elizabeth Zhu,https://business.uq.edu.au/profile/482/elizabeth-zhu,Senior Lecturer,Finance,C
Introduction to financial management: A contemporary approach,2024,Books,,http://espace.library.uq.edu.au/view/UQ:4325b20,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Sustainable Finance,2024,Books,,http://espace.library.uq.edu.au/view/UQ:b2ba0a3,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Data from 88 countries reveal international predictors of climate activism,2025,Journals,Journal of Environmental Psychology,http://espace.library.uq.edu.au/view/UQ:6da1bf1,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Publicly expressed climate scepticism is greatest in regions with high CO2 emissions,2024,Journals,Climatic Change,http://espace.library.uq.edu.au/view/UQ:db4ebfb,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Understanding the lobbying actions taken by the Australian renewable energy industry,2024,Journals,Journal of Cleaner Production,http://espace.library.uq.edu.au/view/UQ:eae001b,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Evaluating fossil fuel companies’ alignment with 1.5 °C climate pathways,2023,Journals,Nature Climate Change,http://espace.library.uq.edu.au/view/UQ:07d9cb5,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
The contribution of cross-border capital flow towards decarbonisation,2023,Journals,Journal of Cleaner Production,http://espace.library.uq.edu.au/view/UQ:e8e6de2,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Measuring corporate Paris Compliance using a strict science-based approach,2022,Journals,Nature Communications,http://espace.library.uq.edu.au/view/UQ:6469c45,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
A systematic review of barriers to greenfield investment in decarbonisation solutions,2022,Journals,Renewable & Sustainable Energy Reviews,http://espace.library.uq.edu.au/view/UQ:db95c32,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Research can (and should) support corporate decarbonization,2020,Journals,Nature Climate Change,http://espace.library.uq.edu.au/view/UQ:80d1908,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Do sustainability rating schemes capture climate goals?,2019,Journals,Business & Society,http://espace.library.uq.edu.au/view/UQ:7a7da83,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Comparing extraction rates of fossil fuel producers against global climate goals,2018,Journals,Nature Climate Change,http://espace.library.uq.edu.au/view/UQ:91c8493,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Motivating postgrad research students to pitch their ideas: what have we learned from 'pitching research' competitions at UQ?,2017,Journals,SSRN Electronic Journal,http://espace.library.uq.edu.au/view/UQ:f78c785,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
The relationship between culture and information privacy policy,2016,Journals,Electronic Markets,http://espace.library.uq.edu.au/view/UQ:366836,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
"Converting planetary boundaries into action, a new approach to meeting global greenhouse gas targets: A pitch",2016,Journals,Accounting and Management Information Systems,http://espace.library.uq.edu.au/view/UQ:3845443,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Divestment from fossil fuel companies: confluence between policy and strategic viewpoints,2015,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:348014,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
"Corporate social responsibility and CEO compensation revisited, do disaggregation, market stress, sender matter?",2014,Journals,Journal of Economics and Business,http://espace.library.uq.edu.au/view/UQ:318305,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Do high and low-ranked sustainability stocks perform differently?,2013,Journals,International Journal of Accounting and Information Management,http://espace.library.uq.edu.au/view/UQ:295642,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
"Australian Superannuation Funds - Climate management and disclosure: 
Technical report",2023,Research Report,,http://espace.library.uq.edu.au/view/UQ:421aae4,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
The Paris-compliant company: Measuring transition performance using a strict science-based approach,2021,Working Paper,,http://espace.library.uq.edu.au/view/UQ:b2e66ef,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Measuring corporate performance in meeting climate change limits using a planetary boundaries approach,2019,Thesis,,http://espace.library.uq.edu.au/view/UQ:7e6c5bb,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Tying green bonds to Australia’s commitments to the COP 21 agreement,2016,Creative Work,,http://espace.library.uq.edu.au/view/UQ:690611,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
Inclusion of equity principles in corporate climate aligned transitions.,2025,Data Collections,,http://espace.library.uq.edu.au/view/UQ:4ebed60,Saphira Rekker,https://business.uq.edu.au/profile/542/saphira-rekker,,Finance,
